-3.,-1.3297283183134923
-2.8,-1.3134226543601402
-2.6,-1.289716294591409
-2.4,-1.256752983527788
-2.2,-1.2138276611581453
-2.,-1.1631887852534553
-1.7999999999999998,-1.1126029489607
-1.5999999999999999,-1.0783800397273822
-1.4,-1.0849066145646746
-1.2,-1.0866004263349622
-1.,-1.1743982376928903
-0.7999999999999998,-1.23161691642653
-0.5999999999999996,-1.3371484867698535
-0.3999999999999999,-1.4956379698069533
-0.19999999999999973,-1.6894679346114307
0.,-1.9378703455316006
0.20000000000000018,-2.2288372820946387
0.40000000000000036,-2.6186187462941146
0.6000000000000001,-3.2184266267236263
0.8000000000000003,-3.5692160846010914
1.,-4.190832533355897
1.2000000000000002,-5.110352126159015
